"x"
"15","human"
"16","human"
"17","human"
"18","human"
"19","human"
"x"
"1","seal"
"2","mouse"
"3","human"
"x"
"1","rat"
"2","seal"
"3","mouse"
"4","mouse"
"5","mouse"
"6","cat"
"7","cat"
"8","human"
"9","human"
"10","human"
"11","human"
"12","human"
"13","human"
"14","human"
"15","human"
"16","human"
"x"
"1","e. coli"
"2","e. coli"
"3","seal"
"4","mouse"
"5","mouse"
"6","mouse"
"7","mouse"
"8","salmonella"
"9","salmonella"
"10","auxenochlorella"
"11","auxenochlorella"
"12","cat"
"13","cat"
"14","dog"
"15","human"
"16","human"
"17","human"
"18","human"
"19","human"
"20","human"
"21","human"
"22","human"
"23","human"
"24","human"
"x"
"1","e. coli"
"2","e. coli"
"3","e. coli"
"4","seal"
"5","mouse"
"6","mouse"
"7","mouse"
"8","mouse"
"9","salmonella"
"10","salmonella"
"11","auxenochlorella"
"12","auxenochlorella"
"13","dog"
"14","human"
"15","human"
"16","human"
"17","atabidopsis"
"x"
"1","e. coli"
"2","e. coli"
"3","e. coli"
"4","seal"
"5","mouse"
"6","mouse"
"7","mouse"
"8","salmonella"
"9","salmonella"
"10","chlorella"
"11","human"
"12","human"
"13","human"
"14","human"
"15","human"
"16","human"
"17","human"
"18","human"
"19","human"
"x"
"1","e. coli"
"2","e. coli"
"3","e. coli"
"4","seal"
"5","mouse"
"6","mouse"
"7","salmonella"
"8","salmonella"
"9","auxenochlorella"
"10","dog"
"11","human"
"12","human"
"13","human"
"14","human"
"15","human"
"16","human"
"17","human"
"18","human"
"19","atabidopsis"
"x"
"1","rat"
"2","e. coli"
"3","e. coli"
"4","e. coli"
"5","synechococcus"
"6","seal"
"7","yeast"
"8","mouse"
"9","mouse"
"10","mouse"
"11","mouse"
"12","salmonella"
"13","salmonella"
"14","chlorella"
"15","auxenochlorella"
"16","auxenochlorella"
"17","cat"
"18","cat"
"19","dog"
"20","human"
"21","human"
"22","human"
"23","human"
"24","human"
"25","human"
"26","human"
"27","human"
"28","human"
"29","human"
"30","human"
"31","human"
"32","human"
"33","human"
"34","human"
"35","human"
"36","human"
"37","atabidopsis"
"x"
"1","e. coli"
"2","synechococcus"
"3","seal"
"4","mouse"
"5","mouse"
"6","salmonella"
"7","chlorella"
"8","human"
"9","human"
"10","human"
"11","human"
"12","human"
"13","human"
"14","human"
"15","human"
"16","human"
"17","human"
"18","human"
"19","atabidopsis"
"x"
"1","rat"
"2","e. coli"
"3","synechococcus"
"4","seal"
"5","chlorella"
"6","auxenochlorella"
"7","cat"
"8","cat"
"9","human"
"x"
"1","rat"
"2","e. coli"
"3","e. coli"
"4","e. coli"
"5","synechococcus"
"6","seal"
"7","yeast"
"8","mouse"
"9","mouse"
"10","mouse"
"11","salmonella"
"12","salmonella"
"13","chlorella"
"14","auxenochlorella"
"15","auxenochlorella"
"16","cat"
"17","dog"
"18","human"
"19","human"
"20","human"
"21","human"
"22","human"
"23","human"
"24","human"
"25","human"
"26","human"
"27","human"
"28","human"
"29","human"
"30","human"
"31","human"
"32","human"
"33","human"
"34","atabidopsis"
"x"
"1","e. coli"
"2","seal"
"3","yeast"
"4","mouse"
"5","mouse"
"6","dog"
"7","human"
"8","human"
"9","human"
"10","human"
"11","human"
"12","human"
"13","human"
"14","human"
"15","human"
"16","human"
"17","human"
"x"
"1","rat"
"2","e. coli"
"3","e. coli"
"4","e. coli"
"5","seal"
"6","mouse"
"7","mouse"
"8","mouse"
"9","salmonella"
"10","salmonella"
"11","auxenochlorella"
"12","auxenochlorella"
"13","cat"
"14","cat"
"15","dog"
"16","human"
"17","human"
"18","human"
"19","human"
"20","human"
"21","human"
"22","human"
"23","human"
"24","human"
"25","human"
"26","human"
"27","human"
"28","human"
"29","atabidopsis"
"x"
"1","rat"
"2","e. coli"
"3","e. coli"
"4","seal"
"5","mouse"
"6","mouse"
"7","mouse"
"8","salmonella"
"9","salmonella"
"10","cat"
"11","cat"
"12","dog"
"13","human"
"14","human"
"15","human"
"16","human"
"17","human"
"18","human"
"19","human"
"x"
"1","rat"
"2","seal"
"3","mouse"
"4","mouse"
"5","mouse"
"6","mouse"
"7","cat"
"8","cat"
"9","human"
"10","human"
"11","human"
"12","human"
"13","human"
"14","human"
"15","human"
"16","human"
"17","human"
"18","human"
"19","human"
"20","human"
"21","human"
"22","human"
"23","human"
"x"
"1","e. coli"
"2","e. coli"
"3","e. coli"
"4","synechococcus"
"5","seal"
"6","mouse"
"7","mouse"
"8","mouse"
"9","salmonella"
"10","salmonella"
"11","chlorella"
"12","human"
"13","human"
"14","human"
"15","human"
"16","human"
"17","human"
"18","human"
"19","human"
"20","human"
"21","human"
"22","human"
"x"
"1","seal"
"2","yeast"
"3","mouse"
"4","mouse"
"5","mouse"
"6","chlorella"
"7","auxenochlorella"
"8","cat"
"9","human"
"10","human"
"11","human"
"12","human"
"13","human"
"14","human"
"15","human"
"16","human"
"17","human"
"x"
"1","e. coli"
"2","e. coli"
"3","e. coli"
"4","synechococcus"
"5","seal"
"6","mouse"
"7","mouse"
"8","salmonella"
"9","salmonella"
"10","auxenochlorella"
"11","auxenochlorella"
"12","cat"
"13","cat"
"14","dog"
"15","human"
"16","human"
"17","human"
"18","human"
"19","human"
"20","human"
"21","human"
"22","human"
"23","human"
"24","atabidopsis"
"x"
"1","seal"
"2","mouse"
"3","mouse"
"4","human"
"5","human"
"6","human"
"7","human"
"x"
"1","e. coli"
"2","seal"
"3","yeast"
"4","mouse"
"5","mouse"
"6","mouse"
"7","auxenochlorella"
"8","cat"
"9","cat"
"10","dog"
"11","human"
"12","human"
"13","human"
"14","human"
"15","human"
"16","human"
"17","atabidopsis"
"x"
"1","e. coli"
"2","e. coli"
"3","e. coli"
"4","synechococcus"
"5","seal"
"6","yeast"
"7","mouse"
"8","mouse"
"9","mouse"
"10","mouse"
"11","salmonella"
"12","salmonella"
"13","chlorella"
"14","auxenochlorella"
"15","auxenochlorella"
"16","cat"
"17","dog"
"18","human"
"19","human"
"20","human"
"21","human"
"22","human"
"23","human"
"24","human"
"25","human"
"26","human"
"27","human"
"28","human"
"29","human"
"30","atabidopsis"
"x"
"1","rat"
"2","e. coli"
"3","e. coli"
"4","synechococcus"
"5","seal"
"6","yeast"
"7","mouse"
"8","mouse"
"9","mouse"
"10","mouse"
"11","salmonella"
"12","chlorella"
"13","auxenochlorella"
"14","auxenochlorella"
"15","cat"
"16","cat"
"17","dog"
"18","human"
"19","human"
"20","human"
"21","human"
"22","human"
"23","human"
"24","human"
"25","human"
"26","human"
"27","human"
"28","human"
"29","human"
"30","atabidopsis"
"x"
"1","rat"
"2","e. coli"
"3","seal"
"4","yeast"
"5","mouse"
"6","auxenochlorella"
"7","cat"
"8","cat"
"9","dog"
"10","human"
"11","human"
"12","human"
"13","human"
"14","human"
"15","human"
"16","human"
"17","human"
"18","human"
"x"
"1","rat"
"2","e. coli"
"3","e. coli"
"4","e. coli"
"5","seal"
"6","yeast"
"7","mouse"
"8","mouse"
"9","mouse"
"10","salmonella"
"11","salmonella"
"12","chlorella"
"13","auxenochlorella"
"14","auxenochlorella"
"15","dog"
"16","human"
"17","human"
"18","human"
"19","human"
"20","human"
"21","human"
"22","human"
"23","human"
"24","human"
"25","human"
"26","human"
"27","human"
"28","human"
"29","human"
"30","atabidopsis"
"x"
"1","e. coli"
"2","seal"
"3","mouse"
"4","mouse"
"5","cat"
"6","cat"
"7","dog"
"8","human"
"9","human"
"10","human"
"11","human"
"12","human"
"13","human"
"x"
"1","synechococcus"
"2","seal"
"3","mouse"
"4","mouse"
"5","chlorella"
"6","auxenochlorella"
"7","auxenochlorella"
"8","human"
"9","human"
"10","atabidopsis"
"x"
"1","rat"
"2","e. coli"
"3","e. coli"
"4","synechococcus"
"5","seal"
"6","mouse"
"7","mouse"
"8","salmonella"
"9","salmonella"
"10","chlorella"
"11","auxenochlorella"
"12","auxenochlorella"
"13","cat"
"14","dog"
"15","human"
"16","human"
"17","human"
"18","human"
"19","human"
"20","human"
"21","human"
"22","human"
"23","human"
"24","human"
"25","human"
"26","human"
"27","human"
"28","human"
"x"
"1","seal"
"2","mouse"
"3","mouse"
"4","mouse"
"5","auxenochlorella"
"6","cat"
"7","human"
"8","human"
"9","human"
"10","human"
"11","human"
"12","human"
"13","human"
"14","human"
"15","human"
"16","atabidopsis"
"x"
"1","e. coli"
"2","seal"
"3","chlorella"
"4","cat"
"5","dog"
"6","human"
"x"
"1","rat"
"2","e. coli"
"3","synechococcus"
"4","seal"
"5","yeast"
"6","mouse"
"7","mouse"
"8","chlorella"
"9","auxenochlorella"
"10","auxenochlorella"
"11","cat"
"12","cat"
"13","dog"
"14","human"
"15","human"
"16","human"
"17","human"
"18","human"
"19","human"
"20","human"
"21","human"
"22","human"
"23","human"
"24","human"
"25","human"
"26","human"
"27","human"
"28","human"
"29","human"
"30","atabidopsis"
"x"
"1","rat"
"2","seal"
"3","yeast"
"4","mouse"
"5","mouse"
"6","mouse"
"7","mouse"
"8","chlorella"
"9","cat"
"10","cat"
"11","dog"
"12","human"
"13","human"
"14","human"
"15","human"
"16","human"
"17","human"
"18","human"
"19","human"
"20","human"
"21","human"
"22","human"
"23","human"
"24","human"
"25","human"
"26","human"
"x"
"1","seal"
"2","mouse"
"3","chlorella"
"4","auxenochlorella"
"5","cat"
"6","human"
"7","human"
"8","human"
"9","human"
"10","human"
"11","human"
"12","human"
"13","human"
"14","human"
"15","atabidopsis"
"x"
"1","seal"
"2","mouse"
"3","mouse"
"4","auxenochlorella"
"5","human"
"6","human"
"7","human"
"8","human"
"9","human"
"10","human"
"11","human"
"x"
"1","seal"
"2","human"
"3","human"
"4","human"
"5","human"
"6","human"
"x"
"1","seal"
"2","auxenochlorella"
"3","auxenochlorella"
"4","human"
"x"
"1","rat"
"2","seal"
"3","mouse"
"4","mouse"
"5","human"
"6","human"
"7","human"
"x"
"1","rat"
"2","seal"
"3","mouse"
"4","mouse"
"5","chlorella"
"6","auxenochlorella"
"7","human"
"8","human"
"9","human"
"10","human"
"11","human"
"12","human"
"x"
"1","rat"
"2","e. coli"
"3","e. coli"
"4","e. coli"
"5","synechococcus"
"6","seal"
"7","yeast"
"8","mouse"
"9","mouse"
"10","mouse"
"11","salmonella"
"12","salmonella"
"13","chlorella"
"14","auxenochlorella"
"15","auxenochlorella"
"16","cat"
"17","cat"
"18","dog"
"19","human"
"20","human"
"21","human"
"22","human"
"23","human"
"24","human"
"25","human"
"26","human"
"27","human"
"28","human"
"x"
"1","seal"
"2","human"
"3","human"
"x"
"1","e. coli"
"2","seal"
"3","mouse"
"4","mouse"
"5","mouse"
"6","cat"
"7","dog"
"8","human"
"9","human"
"10","human"
"11","human"
"12","human"
"13","human"
"14","human"
"15","human"
"16","human"
"17","human"
"18","human"
"19","human"
"x"
"1","rat"
"2","e. coli"
"3","e. coli"
"4","seal"
"5","mouse"
"6","mouse"
"7","mouse"
"8","mouse"
"9","salmonella"
"10","salmonella"
"11","chlorella"
"12","auxenochlorella"
"13","auxenochlorella"
"14","cat"
"15","cat"
"16","human"
"17","human"
"18","human"
"19","human"
"20","human"
"21","human"
"22","human"
"23","human"
"24","human"
"25","human"
"26","human"
"27","human"
"28","human"
"x"
"1","seal"
"2","mouse"
"3","human"
"x"
"1","rat"
"2","seal"
"3","mouse"
"4","mouse"
"5","human"
"6","human"
"x"
"1","seal"
"2","mouse"
"3","mouse"
"4","mouse"
"5","mouse"
"6","chlorella"
"7","auxenochlorella"
"8","auxenochlorella"
"9","dog"
"10","human"
"11","human"
"12","human"
"13","human"
"14","human"
"15","human"
"16","human"
"x"
"1","seal"
"2","mouse"
"3","mouse"
"4","mouse"
"5","mouse"
"6","dog"
"7","human"
"8","human"
"9","human"
"10","human"
"11","human"
"12","human"
"13","human"
"14","human"
"x"
"1","seal"
"2","human"
"3","human"
"x"
"1","rat"
"2","e. coli"
"3","e. coli"
"4","e. coli"
"5","mouse"
"6","mouse"
"7","salmonella"
"8","salmonella"
"9","dog"
"10","human"
"11","human"
"12","human"
"13","human"
"14","human"
"15","human"
"16","human"
"17","human"
"18","human"
"19","human"
"x"
"1","e. coli"
"2","e. coli"
"3","yeast"
"4","mouse"
"5","mouse"
"6","mouse"
"7","salmonella"
"8","salmonella"
"9","chlorella"
"10","auxenochlorella"
"11","auxenochlorella"
"12","dog"
"13","human"
"14","human"
"15","human"
"16","human"
"17","human"
"18","atabidopsis"
"x"
"1","yeast"
"2","chlorella"
"3","human"
"4","human"
"5","human"
"x"
"1","rat"
"2","e. coli"
"3","e. coli"
"4","mouse"
"5","mouse"
"6","salmonella"
"7","salmonella"
"8","cat"
"9","cat"
"10","human"
"11","human"
"12","human"
"13","human"
"14","human"
"x"
"1","e. coli"
"2","yeast"
"3","mouse"
"4","chlorella"
"5","auxenochlorella"
"6","cat"
"7","cat"
"8","dog"
"9","human"
"10","human"
"11","human"
"12","human"
"13","human"
"14","human"
"15","human"
"16","human"
"17","human"
"x"
"1","e. coli"
"2","yeast"
"3","mouse"
"4","mouse"
"5","cat"
"6","cat"
"7","dog"
"8","human"
"9","human"
"10","human"
"11","human"
"12","human"
"13","human"
"14","human"
"15","human"
"x"
"1","rat"
"2","e. coli"
"3","e. coli"
"4","mouse"
"5","mouse"
"6","mouse"
"7","salmonella"
"8","salmonella"
"9","human"
"10","human"
"11","human"
"x"
"1","mouse"
"2","human"
"3","human"
"x"
"1","e. coli"
"2","mouse"
"3","mouse"
"4","salmonella"
"5","auxenochlorella"
"6","human"
"x"
"1","e. coli"
"2","yeast"
"3","dog"
"4","human"
"5","human"
"x"
"1","cat"
"2","cat"
"3","human"
"4","human"
"x"
"1","auxenochlorella"
"2","auxenochlorella"
"3","dog"
"4","human"
"5","atabidopsis"
"x"
"1","e. coli"
"2","e. coli"
"3","e. coli"
"4","yeast"
"5","mouse"
"6","mouse"
"7","salmonella"
"8","salmonella"
"9","auxenochlorella"
"10","human"
"11","human"
"12","human"
"13","human"
"14","human"
"x"
"1","human"
"2","human"
"3","human"
"x"
"1","human"
"2","human"
"3","human"
"x"
"1","human"
"2","human"
"3","human"
"4","human"
"x"
"1","chlorella"
"2","auxenochlorella"
"3","auxenochlorella"
"4","human"
"5","human"
"6","human"
"x"
"1","rat"
"2","e. coli"
"3","e. coli"
"4","mouse"
"5","salmonella"
"6","salmonella"
"7","dog"
"8","human"
"9","human"
"x"
"1","yeast"
"2","mouse"
"3","human"
"x"
"1","e. coli"
"2","e. coli"
"3","yeast"
"4","mouse"
"5","mouse"
"6","mouse"
"7","salmonella"
"8","salmonella"
"9","dog"
"10","human"
"11","human"
"12","human"
"13","human"
"14","human"
"x"
"1","mouse"
"2","mouse"
"3","cat"
"4","cat"
"5","human"
"6","human"
"7","human"
"8","human"
"9","human"
"x"
"1","dog"
"2","human"
"3","human"
"4","human"
"x"
"1","rat"
"2","e. coli"
"3","yeast"
"4","mouse"
"5","salmonella"
"6","auxenochlorella"
"7","auxenochlorella"
"8","human"
"9","human"
"10","human"
"x"
"1","synechococcus"
"2","human"
"3","human"
"x"
"1","human"
"2","human"
"3","human"
"x"
"1","mouse"
"2","mouse"
"3","human"
"4","human"
"5","human"
"x"
"1","human"
"2","human"
"3","human"
"x"
"1","yeast"
"2","mouse"
"3","human"
"4","human"
"5","human"
"6","human"
"7","human"
"8","human"
"9","human"
"10","human"
"11","human"
"12","atabidopsis"
"x"
"1","mouse"
"2","dog"
"3","human"
"4","human"
"5","human"
"6","human"
"7","human"
"8","human"
"9","human"
"10","human"
"x"
"1","e. coli"
"2","yeast"
"3","mouse"
"4","salmonella"
"5","auxenochlorella"
"6","human"
"7","human"
"x"
"1","auxenochlorella"
"2","human"
"3","human"
"x"
"1","dog"
"2","human"
"3","human"
"4","human"
"5","human"
"6","human"
"x"
"1","rat"
"2","mouse"
"3","mouse"
"4","auxenochlorella"
"5","cat"
"6","human"
"7","human"
"8","human"
"9","human"
"10","human"
"x"
"1","rat"
"2","synechococcus"
"3","human"
"4","human"
"5","human"
"6","human"
"7","human"
"8","human"
"9","human"
"x"
"1","auxenochlorella"
"2","human"
"3","human"
"x"
"1","e. coli"
"2","mouse"
"3","auxenochlorella"
"4","auxenochlorella"
"5","cat"
"6","cat"
"7","human"
"8","human"
"9","human"
"10","human"
"11","atabidopsis"
"x"
"1","rat"
"2","e. coli"
"3","cat"
"4","dog"
"5","human"
"6","human"
"7","human"
"8","human"
"9","human"
"x"
"1","mouse"
"2","human"
"3","human"
"x"
"1","mouse"
"2","human"
"3","human"
"4","human"
"5","human"
"6","human"
"7","human"
"8","human"
"x"
"1","rat"
"2","yeast"
"3","mouse"
"4","human"
"5","human"
"6","human"
"7","human"
"x"
"1","yeast"
"2","mouse"
"3","cat"
"4","dog"
"5","human"
"6","human"
"7","human"
"8","atabidopsis"
"x"
"1","mouse"
"2","dog"
"3","human"
"4","human"
"5","human"
"6","human"
"7","human"
"8","human"
"x"
"1","mouse"
"2","dog"
"3","human"
"4","human"
"x"
"1","mouse"
"2","human"
"3","human"
"4","human"
"x"
"1","yeast"
"2","human"
"3","human"
"4","human"
"x"
"1","mouse"
"2","dog"
"3","human"
"4","human"
"x"
"1","hamster"
"2","oak tree"
"3","chlamydomonas"
"4","mouse"
"5","mouse"
"6","mouse"
"7","mouse"
"8","salmonella"
"9","human"
"10","human"
"x"
"1","hamster"
"2","mouse"
"3","mouse"
"4","salmonella"
"5","human"
"x"
"1","mouse"
"2","salmonella"
"3","human"
"x"
"1","mouse"
"2","mouse"
"3","mouse"
"4","salmonella"
"5","human"
"6","human"
"7","human"
"x"
"1","hamster"
"2","oak tree"
"3","mouse"
"4","mouse"
"5","mouse"
"6","mouse"
"7","mouse"
"8","mouse"
"9","salmonella"
"10","human"
"11","human"
"x"
"1","mouse"
"2","mouse"
"3","mouse"
"4","salmonella"
"5","human"
"x"
"1","mouse"
"2","salmonella"
"3","human"
"x"
"1","hamster"
"2","oak tree"
"3","chlamydomonas"
"4","mouse"
"5","mouse"
"6","mouse"
"7","mouse"
"8","mouse"
"9","mouse"
"10","mouse"
"11","mouse"
"12","salmonella"
"13","human"
"14","human"
"x"
"1","hamster"
"2","oak tree"
"3","mouse"
"4","mouse"
"5","salmonella"
"6","human"
"x"
"1","mouse"
"2","mouse"
"3","mouse"
"4","mouse"
"5","mouse"
"6","mouse"
"7","mouse"
"8","mouse"
"9","mouse"
"10","mouse"
"11","salmonella"
"12","human"
"13","human"
"14","human"
"x"
"1","mouse"
"2","mouse"
"3","mouse"
"4","mouse"
"5","salmonella"
"6","human"
"7","human"
"x"
"1","hamster"
"2","mouse"
"3","mouse"
"4","mouse"
"5","mouse"
"6","mouse"
"7","salmonella"
"8","human"
"9","human"
"10","human"
"x"
"1","mouse"
"2","mouse"
"3","salmonella"
"4","human"
"x"
"1","mouse"
"2","salmonella"
"3","human"
"x"
"1","mouse"
"2","salmonella"
"3","human"
"x"
"1","rat"
"2","e. coli"
"3","synechococcus"
"4","mouse"
"5","mouse"
"6","salmonella"
"7","human"
"x"
"1","rat"
"2","synechococcus"
"3","yeast"
"4","human"
"5","human"
"6","human"
"7","human"
"x"
"1","synechococcus"
"2","human"
"3","human"
"4","human"
"x"
"1","yeast"
"2","auxenochlorella"
"3","auxenochlorella"
"4","cat"
"5","cat"
"6","dog"
"7","human"
"8","human"
"x"
"1","e. coli"
"2","dog"
"3","human"
"x"
"1","rat"
"2","e. coli"
"3","mouse"
"4","mouse"
"5","salmonella"
"6","cat"
"7","dog"
"8","human"
"9","human"
"x"
"1","human"
"2","human"
"3","human"
"x"
"1","yeast"
"2","mouse"
"3","dog"
"4","human"
"x"
"1","mouse"
"2","mouse"
"3","human"
"x"
"1","oak tree"
"2","mouse"
"3","human"
"x"
"1","hamster"
"2","oak tree"
"3","chlamydomonas"
"4","mouse"
"5","mouse"
"6","mouse"
"7","mouse"
"8","mouse"
"9","mouse"
"10","mouse"
"11","mouse"
"12","human"
"13","human"
"14","human"
"x"
"1","mouse"
"2","mouse"
"3","human"
"4","human"
"5","human"
"x"
"1","mouse"
"2","mouse"
"3","mouse"
"4","human"
"x"
"1","hamster"
"2","mouse"
"3","mouse"
"4","mouse"
"5","mouse"
"6","mouse"
"7","mouse"
"8","human"
"x"
"1","hamster"
"2","oak tree"
"3","mouse"
"4","mouse"
"5","mouse"
"6","mouse"
"7","mouse"
"8","human"
"9","human"
"x"
"1","hamster"
"2","oak tree"
"3","mouse"
"4","mouse"
"5","mouse"
"6","human"
"x"
"1","chlamydomonas"
"2","mouse"
"3","human"
"x"
"1","oak tree"
"2","mouse"
"3","human"
"x"
"1","mouse"
"2","mouse"
"3","mouse"
"4","mouse"
"5","mouse"
"6","mouse"
"7","human"
"x"
"1","oak tree"
"2","mouse"
"3","human"
"x"
"1","mouse"
"2","mouse"
"3","human"
"x"
"1","mouse"
"2","mouse"
"3","mouse"
"4","mouse"
"5","mouse"
"6","human"
"7","human"
"x"
"1","hamster"
"2","oak tree"
"3","chlamydomonas"
"4","mouse"
"5","mouse"
"6","mouse"
"7","mouse"
"8","mouse"
"9","mouse"
"10","mouse"
"11","mouse"
"12","mouse"
"13","human"
"14","human"
"x"
"1","hamster"
"2","chlamydomonas"
"3","mouse"
"4","mouse"
"5","mouse"
"6","mouse"
"7","mouse"
"8","human"
"9","human"
"x"
"1","e. coli"
"2","e. coli"
"3","mouse"
"4","salmonella"
"5","salmonella"
"6","cat"
"7","human"
"8","human"
"x"
"1","e. coli"
"2","e. coli"
"3","mouse"
"4","salmonella"
"5","salmonella"
"6","human"
"7","human"
"x"
"1","rat"
"2","e. coli"
"3","e. coli"
"4","mouse"
"5","mouse"
"6","salmonella"
"7","salmonella"
"8","human"
"9","human"
"x"
"1","e. coli"
"2","mouse"
"3","mouse"
"4","salmonella"
"5","human"
"x"
"1","rat"
"2","mouse"
"3","mouse"
"4","human"
"x"
"1","rat"
"2","mouse"
"3","mouse"
"4","human"
"x"
"1","rat"
"2","mouse"
"3","mouse"
"4","human"
"x"
"1","rat"
"2","mouse"
"3","mouse"
"4","human"
"x"
"1","rat"
"2","mouse"
"3","mouse"
"4","human"
"x"
"1","rat"
"2","mouse"
"3","human"
"x"
"1","rat"
"2","mouse"
"3","mouse"
"4","human"
"x"
"1","rat"
"2","mouse"
"3","mouse"
"4","human"
"x"
"1","rat"
"2","mouse"
"3","human"
"x"
"1","rat"
"2","mouse"
"3","mouse"
"4","human"
"x"
"1","rat"
"2","mouse"
"3","mouse"
"4","human"
"x"
"1","rat"
"2","mouse"
"3","human"
"x"
"1","rat"
"2","mouse"
"3","mouse"
"4","human"
"x"
"1","rat"
"2","mouse"
"3","human"
"x"
"1","rat"
"2","mouse"
"3","mouse"
"4","human"
"x"
"1","seal"
"2","human"
"3","human"
"x"
"1","human"
"2","human"
"3","human"
"4","human"
"x"
"1","auxenochlorella"
"2","cat"
"3","cat"
"4","human"
"x"
"1","yeast"
"2","human"
"3","human"
"x"
"1","rat"
"2","mouse"
"3","auxenochlorella"
"4","human"
"x"
"1","human"
"2","human"
"3","human"
"x"
"1","synechococcus"
"2","mouse"
"3","chlorella"
"4","auxenochlorella"
"5","auxenochlorella"
"6","human"
"7","human"
"8","human"
"9","human"
"10","human"
"11","human"
"12","atabidopsis"
"x"
"1","rat"
"2","mouse"
"3","mouse"
"4","human"
"5","human"
"6","human"
"x"
"1","rat"
"2","human"
"3","human"
"4","human"
"x"
"1","mouse"
"2","mouse"
"3","mouse"
"4","mouse"
"5","mouse"
"6","human"
"7","human"
"8","human"
"x"
"1","mouse"
"2","human"
"3","human"
"x"
"1","mouse"
"2","mouse"
"3","human"
"4","human"
"x"
"1","mouse"
"2","mouse"
"3","mouse"
"4","human"
"x"
"1","mouse"
"2","mouse"
"3","human"
"4","human"
"x"
"1","mouse"
"2","mouse"
"3","human"
"4","human"
"x"
"1","mouse"
"2","mouse"
"3","human"
"x"
"1","mouse"
"2","human"
"3","human"
"x"
"1","mouse"
"2","mouse"
"3","human"
"4","human"
"x"
"1","mouse"
"2","mouse"
"3","human"
"x"
"1","chlamydomonas"
"2","mouse"
"3","mouse"
"4","human"
"5","human"
"6","human"
"x"
"1","hamster"
"2","mouse"
"3","mouse"
"4","mouse"
"5","mouse"
"6","mouse"
"7","mouse"
"8","mouse"
"9","human"
"10","human"
"11","human"
"12","human"
"x"
"1","mouse"
"2","mouse"
"3","human"
"x"
"1","mouse"
